id;client_id;card_brand;card_type;card_number;expires;cvv;has_chip;num_cards_issued;credit_limit;acct_open_date;year_pin_last_changed;;
1823;599;Visa;Debit;4802532694603490;Thg3-21;868;YES;1;$82677;Thg2-20;2020;;
800;599;Visa;Credit;4190870670928430;Thg7-23;928;YES;2;$23400;Thg1-20;2020;;
529;599;Mastercard;Debit;5040077771754430;Thg1-20;475;YES;1;$72868;Thg1-20;2020;;
4539;1074;Visa;Debit;4479936453853470;Thg9-24;793;NO;2;$15029;Thg9-03;2007;;
3903;1074;Visa;Credit;4131571170230450;Thg5-21;738;YES;1;$9700;Thg7-09;2013;;
5961;1074;Mastercard;Debit;5531150587815560;Thg12-23;428;YES;2;$6847;Thg12-09;2009;;
2044;1074;Mastercard;Credit;5291527325386650;Thg7-22;396;YES;2;$4800;Thg3-03;2011;;
4108;1074;Mastercard;Debit;5482406481344920;Thg2-22;332;YES;1;$17294;Thg8-02;2010;;
5680;214;Visa;Credit;4159886669620510;Thg11-12;693;YES;3;$0;Thg11-12;2012;;
5005;771;Mastercard;Debit;5024268740137320;Thg10-24;738;YES;2;$5857;Thg10-04;2007;;
4986;771;Mastercard;Debit;5778350556346100;Thg1-23;199;YES;2;$17536;Thg10-03;2010;;
3803;771;Mastercard;Debit (Prepaid);5559733534356390;Thg9-20;153;YES;2;$61;Thg7-07;2016;;
5104;520;Amex;Credit;371903508360130;Thg4-24;251;YES;1;$13300;Thg10-08;2014;;
2020;520;Mastercard;Debit;5905896056968970;Thg5-22;924;YES;1;$34278;Thg3-01;2010;;
4129;520;Mastercard;Debit;5844997309688100;Thg10-07;563;YES;2;$38235;Thg8-04;2016;;
3948;520;Visa;Debit;4719754046419730;Thg9-24;990;NO;2;$1587;Thg7-10;2013;;
2659;520;Visa;Debit;4594555086793740;Thg10-22;454;YES;2;$28156;Thg4-10;2010;;
5468;288;Visa;Credit;4591747777139070;Thg5-22;694;NO;1;$6500;Thg11-06;2018;;
6039;288;Mastercard;Debit;5592784175875650;Thg10-12;692;YES;2;$4324;Thg12-11;2011;;
3497;288;Visa;Debit;4495057265994440;Thg1-22;846;YES;2;$1112;Thg6-10;2010;;
1824;1979;Visa;Credit;4461982939631750;Thg2-20;706;YES;1;$19600;Thg2-20;2020;;
2548;1979;Visa;Debit;4086265157159120;Thg5-23;965;YES;2;$15182;Thg4-07;2009;;
4396;1979;Visa;Credit;4813172947971800;Thg5-17;550;YES;1;$14200;Thg8-12;2012;;
2812;1979;Mastercard;Debit;5393830319691220;Thg8-22;765;YES;1;$30065;Thg5-01;2011;;
1825;1253;Visa;Credit;4254314337252550;Thg5-22;597;NO;1;$10600;Thg2-20;2020;;
5691;1253;Visa;Debit;4792077988071120;Thg8-20;969;YES;1;$39764;Thg11-13;2013;;
3841;1253;Mastercard;Debit;5546499017389140;Thg10-23;468;YES;1;$27208;Thg7-08;2008;;
2248;1253;Mastercard;Debit;5498290106887750;Thg3-16;927;NO;1;$29637;Thg3-10;2010;;
1556;1253;Mastercard;Debit;5969016640971730;Thg2-20;625;YES;1;$24442;Thg2-20;2020;;
2561;1253;Mastercard;Debit;5805455899430050;Thg9-24;461;YES;2;$28390;Thg4-08;2008;;
4869;311;Amex;Credit;398921295633424;Thg1-24;659;YES;2;$6600;Thg9-14;2014;;
4094;311;Mastercard;Debit;5922157962642450;Thg10-07;869;YES;1;$11510;Thg8-99;2011;;
4600;311;Mastercard;Credit;5840051343792980;Thg6-12;650;YES;1;$6400;Thg9-06;2011;;
93;311;Discover;Credit;6129847719830710;Thg8-24;972;YES;1;$1800;Thg1-06;2007;;
81;1346;Visa;Credit;4509891646969770;Thg3-24;503;YES;2;$1500;Thg1-05;2009;;
801;1346;Visa;Debit;4836727908429080;Thg1-20;314;YES;1;$14813;Thg1-20;2020;;
2877;1622;Mastercard;Debit;5215629197170610;Thg12-20;502;YES;2;$40176;Thg5-05;2009;;
90;852;Amex;Credit;377759808724051;Thg10-23;360;YES;1;$10300;Thg1-06;2013;;
1282;852;Visa;Credit;4373234712011850;Thg1-20;735;YES;2;$4400;Thg2-11;2011;;
4187;852;Visa;Debit;4251519859550270;Thg4-19;637;YES;2;$15878;Thg8-06;2008;;
4039;1394;Visa;Credit;4812870507989200;Thg6-20;393;YES;2;$8500;Thg7-15;2015;;
530;1394;Mastercard;Debit;5610324213392850;Thg10-23;951;YES;2;$18022;Thg1-20;2020;;
3468;1394;Mastercard;Debit;5542638681640100;Thg6-16;555;YES;1;$19597;Thg6-10;2010;;
6027;1394;Visa;Debit;4365836294015490;Thg9-21;569;YES;1;$51504;Thg12-10;2010;;
82;957;Visa;Debit;4823239404534030;Thg10-21;123;YES;2;$28717;Thg1-05;2014;;
5042;957;Amex;Credit;335477025007820;Thg11-21;741;NO;1;$7100;Thg10-06;2006;;
4532;957;Mastercard;Debit;5405712448987530;Thg6-20;515;NO;1;$27974;Thg9-03;2012;;
5078;515;Mastercard;Debit;5713915813035530;Thg12-22;155;NO;2;$6629;Thg10-07;2008;;
5487;515;Mastercard;Debit;5554873957809710;Thg3-24;511;YES;2;$2093;Thg11-07;2015;;
3984;515;Visa;Debit;4170871321743410;Thg9-23;676;YES;2;$27053;Thg7-11;2011;;
3235;515;Mastercard;Debit;5870786595656020;Thg5-23;221;YES;2;$15800;Thg6-02;2012;;
2831;1303;Visa;Debit;4178535461392080;Thg5-15;804;YES;1;$20699;Thg5-02;2008;;
2705;1303;Visa;Debit;4671850635889890;Thg11-20;859;YES;2;$31662;Thg4-12;2012;;
6000;1303;Mastercard;Credit;5219123186357730;Thg6-23;5;YES;1;$18900;Thg12-10;2011;;
5059;1303;Visa;Credit;4135829985251300;Thg11-06;69;YES;2;$14200;Thg10-06;2010;;
6085;1303;Mastercard;Debit;5434239693376740;Thg12-22;501;YES;2;$25292;Thg12-13;2013;;
1557;1303;Mastercard;Debit;5483162440698410;Thg3-23;973;YES;1;$19299;Thg2-20;2020;;
4226;1303;Visa;Debit;4815904170762930;Thg3-17;581;YES;2;$27215;Thg8-07;2010;;
3765;1287;Mastercard;Debit;5461068745624970;Thg4-12;47;YES;2;$10934;Thg7-06;2015;;
5564;296;Mastercard;Credit;5831265252494760;Thg4-15;530;YES;2;$20300;Thg11-09;2010;;
4939;296;Amex;Credit;364958962386268;Thg10-12;140;YES;2;$9700;Thg10-99;2007;;
3331;296;Visa;Debit (Prepaid);4237846626072610;Thg8-23;204;NO;2;$87;Thg6-06;2006;;
1330;1059;Visa;Credit;4365828013345600;Thg2-23;945;YES;2;$11700;Thg2-13;2013;;
2641;1059;Mastercard;Debit;5577607865497290;Thg12-24;463;YES;2;$16460;Thg4-10;2010;;
4483;1059;Visa;Debit;4602472596754070;Thg4-23;588;YES;1;$27036;Thg8-19;2019;;
5641;1378;Amex;Credit;343796888595234;Thg6-20;130;YES;2;$3100;Thg11-11;2011;;
283;1378;Visa;Debit;4686786422368480;Thg8-21;648;YES;1;$21757;Thg1-11;2011;;
4227;1378;Visa;Debit;4584216972557570;Thg7-21;880;YES;2;$15925;Thg8-07;2007;;
2921;1378;Amex;Credit;335015591165588;Thg12-19;916;YES;1;$10100;Thg5-07;2016;;
4066;1297;Mastercard;Debit;5198483282511110;Thg7-22;392;YES;2;$20660;Thg7-18;2018;;
1242;1297;Visa;Debit;4470355925741360;Thg5-22;231;YES;1;$18301;Thg2-10;2010;;
5627;1297;Visa;Credit;4118885453058690;Thg5-11;419;YES;2;$14200;Thg11-10;2018;;
5982;1727;Visa;Debit;4475380884726150;Thg6-24;972;YES;1;$24230;Thg12-09;2011;;
319;1727;Visa;Debit;4304585079155850;Thg10-13;340;YES;1;$19636;Thg1-13;2013;;
1379;1727;Mastercard;Debit (Prepaid);5000846807980560;Thg7-24;345;YES;3;$102;Thg2-18;2018;;
5329;1727;Mastercard;Debit;5655027232477390;Thg9-22;848;YES;2;$21218;Thg10-18;2018;;
4918;1727;Visa;Debit;4602706416826250;Thg3-21;862;YES;2;$27066;Thg9-18;2018;;
3766;1727;Mastercard;Debit;5180082121310710;Thg6-16;148;YES;2;$19723;Thg7-06;2010;;
1826;310;Visa;Debit;4906910670363160;Thg12-20;443;YES;2;$21990;Thg2-20;2020;;
531;310;Mastercard;Debit;5037135277339670;Thg11-21;719;YES;2;$26251;Thg1-20;2020;;
1359;673;Visa;Debit;4815588963693440;Thg4-22;752;NO;2;$14614;Thg2-15;2015;;
2422;673;Visa;Credit;4239689640583420;Thg11-22;10;YES;1;$12800;Thg4-01;2003;;
978;673;Mastercard;Debit;5965680471968380;Thg2-06;491;YES;2;$17897;Thg2-00;2013;;
1827;673;Visa;Credit;4023269244492110;Thg6-24;413;YES;1;$8700;Thg2-20;2020;;
4570;1283;Amex;Credit;388335286539294;Thg9-21;695;YES;2;$19500;Thg9-05;2007;;
2341;1283;Mastercard;Debit;5418596356337170;Thg6-15;899;YES;1;$24111;Thg3-15;2015;;
5305;1283;Mastercard;Debit;5930575507132280;Thg6-23;751;YES;1;$34839;Thg10-15;2015;;
3469;1283;Mastercard;Credit;5293527173763220;Thg4-23;542;YES;1;$12800;Thg6-10;2012;;
5404;1239;Mastercard;Credit;5073085904399850;Thg10-21;19;YES;2;$9600;Thg11-04;2011;;
3744;1239;Visa;Debit;4046787704522230;Thg4-22;654;YES;2;$15112;Thg7-05;2016;;
532;1239;Mastercard;Credit;5539431041002730;Thg9-24;932;YES;2;$11100;Thg1-20;2020;;
1243;1239;Visa;Debit;4488660162981930;Thg6-23;852;YES;1;$14295;Thg2-10;2010;;
533;1691;Mastercard;Credit;5618482408174950;Thg2-20;793;YES;1;$5400;Thg1-20;2020;;
225;1078;Mastercard;Debit;5792661772040760;Thg10-23;862;YES;2;$18092;Thg1-10;2015;;
5488;1078;Mastercard;Debit;5446646218200600;Thg12-22;473;YES;2;$23244;Thg11-07;2007;;
4397;124;Visa;Debit;4886036634951650;Thg4-23;841;YES;1;$12639;Thg8-12;2012;;
4022;124;Mastercard;Debit;5208111902646300;Thg12-21;143;YES;1;$13482;Thg7-14;2014;;
3050;124;Mastercard;Debit;5683051566552760;Thg3-24;924;YES;1;$13022;Thg5-10;2010;;
2725;124;Mastercard;Debit;5024398810633930;Thg2-20;575;NO;2;$23999;Thg4-14;2014;;
2819;99;Visa;Debit;4388509355512100;Thg1-20;52;YES;2;$12837;Thg5-01;2013;;
3345;99;Mastercard;Debit;5133994303927340;Thg7-12;12;YES;1;$25177;Thg6-07;2012;;
2869;99;Visa;Credit;4999872563975230;Thg1-06;258;YES;1;$18800;Thg5-04;2011;;
2736;1722;Visa;Credit;4012239673381940;Thg3-20;960;YES;2;$3900;Thg4-14;2014;;
427;562;Discover;Credit;6491563889949650;Thg2-23;834;YES;2;$7200;Thg1-20;2020;;
3250;750;Mastercard;Debit;5040046262063370;Thg12-24;731;YES;2;$11749;Thg6-03;2015;;
4550;750;Mastercard;Debit (Prepaid);5361683790644830;Thg1-21;225;YES;1;$77;Thg9-04;2011;;
5251;1223;Visa;Debit;4239806874218450;Thg11-11;564;YES;2;$86262;Thg10-11;2011;;
1042;1223;Visa;Debit;4546418791213680;Thg6-10;955;YES;1;$92939;Thg2-04;2011;;
384;1223;Visa;Debit;4025546651211980;Thg2-24;741;YES;2;$64613;Thg1-19;2019;;
1828;1319;Visa;Debit;4576325893639020;Thg2-20;8;YES;2;$27305;Thg2-20;2020;;
4271;575;Visa;Debit;4816684331004030;Thg1-23;757;YES;1;$24546;Thg8-08;2010;;
369;575;Mastercard;Debit;5313945757861650;Thg9-18;764;YES;1;$25121;Thg1-18;2018;;
3663;575;Discover;Credit;6733959530204170;Thg9-22;878;YES;1;$17000;Thg7-01;2018;;
5278;575;Visa;Credit;4506945480857980;Thg5-23;476;YES;2;$6800;Thg10-13;2013;;
4360;575;Mastercard;Credit;5891397747740840;Thg12-13;198;YES;2;$15100;Thg8-11;2011;;
3842;428;Mastercard;Credit;5479226934776670;Thg9-13;276;YES;1;$14300;Thg7-08;2008;;
1351;428;Amex;Credit;340213655737651;Thg11-24;108;YES;2;$8800;Thg2-15;2015;;
3126;828;Visa;Credit;4073585160932950;Thg5-23;635;YES;2;$4100;Thg5-12;2012;;
4235;828;Amex;Credit;354919576312722;Thg8-21;795;YES;1;$9500;Thg8-08;2016;;
3767;828;Mastercard;Credit;5569011066508190;Thg6-10;780;YES;1;$8500;Thg7-06;2011;;
1829;1580;Visa;Debit;4699690787956730;Thg5-23;5;NO;2;$21741;Thg2-20;2020;;
1830;1580;Visa;Debit;4748742930224050;Thg9-20;974;YES;1;$1741;Thg2-20;2020;;
1558;1570;Mastercard;Debit (Prepaid);5941982171557630;Thg4-21;756;YES;2;$74;Thg2-20;2020;;
1831;1570;Visa;Credit;4224965156816540;Thg2-24;389;NO;1;$8700;Thg2-20;2020;;
534;1570;Mastercard;Debit (Prepaid);5515026771729880;Thg3-24;311;YES;1;$63;Thg1-20;2020;;
221;846;Amex;Credit;371624685132627;Thg10-22;297;YES;2;$18400;Thg1-10;2015;;
2789;846;Visa;Credit;4682031333555580;Thg12-22;219;YES;2;$9700;Thg4-19;2019;;
3886;846;Mastercard;Credit;5437152511733310;Thg1-22;853;YES;1;$13800;Thg7-09;2017;;
3443;846;Visa;Credit;4518067619451760;Thg6-20;429;YES;2;$0;Thg6-09;2011;;
1244;666;Visa;Debit;4422198494122150;Thg10-20;852;YES;2;$22501;Thg2-10;2010;;
4838;335;Visa;Debit;4680510288921420;Thg9-13;217;YES;2;$25307;Thg9-12;2012;;
5131;335;Visa;Debit;4414800408438410;Thg6-20;833;YES;1;$23401;Thg10-08;2011;;
353;335;Mastercard;Debit;5039380212110230;Thg7-20;830;YES;1;$34385;Thg1-16;2016;;
5016;639;Visa;Debit;4201603557566120;Thg1-23;380;YES;2;$15485;Thg10-04;2010;;
129;639;Mastercard;Debit;5903118148557390;Thg11-22;939;NO;3;$14156;Thg1-07;2018;;
4877;639;Visa;Credit;4433520087348350;Thg11-21;303;YES;2;$12400;Thg9-14;2014;;
4833;639;Mastercard;Debit;5653383391642960;Thg5-24;280;YES;2;$14850;Thg9-12;2012;;
3673;386;Mastercard;Debit;5639527120868390;Thg10-23;126;YES;1;$25093;Thg7-02;2006;;
535;886;Mastercard;Debit;5283951994405150;Thg1-20;201;NO;1;$19991;Thg1-20;2020;;
536;297;Mastercard;Debit (Prepaid);5876773249686690;Thg9-22;942;YES;2;$29;Thg1-20;2020;;
1832;1860;Visa;Debit;4786571889403860;Thg8-23;592;YES;2;$28422;Thg2-20;2020;;
1833;1860;Visa;Credit;4061205624693610;Thg2-20;148;YES;1;$10100;Thg2-20;2020;;
4244;1860;Mastercard;Debit (Prepaid);5565765822212470;Thg12-23;119;YES;2;$40;Thg8-08;2018;;
211;581;Visa;Debit;4566018104845490;Thg8-20;490;YES;1;$12589;Thg1-09;2011;;
2320;581;Visa;Debit;4997480551334710;Thg9-23;51;YES;2;$11885;Thg3-13;2013;;
3691;581;Mastercard;Debit;5572601780823600;Thg3-24;642;YES;1;$18820;Thg7-03;2008;;
4615;1910;Visa;Debit;4101200741078800;Thg6-20;810;YES;2;$8562;Thg9-06;2008;;
5505;1910;Visa;Debit;4153032185259100;Thg5-22;614;YES;1;$5933;Thg11-07;2009;;
3242;1910;Visa;Debit (Prepaid);4227171668701150;Thg10-24;319;YES;2;$33;Thg6-02;2018;;
3288;1910;Mastercard;Debit;5465784735932040;Thg8-21;490;YES;1;$10764;Thg6-05;2007;;
1559;731;Mastercard;Credit;5448351633948320;Thg6-20;592;YES;1;$8900;Thg2-20;2020;;
5659;731;Visa;Debit;4778187080028210;Thg1-24;74;YES;2;$6781;Thg11-11;2011;;
802;731;Visa;Debit;4514571438412410;Thg1-20;377;YES;2;$12116;Thg1-20;2020;;
1111;21;Mastercard;Debit;5962105909908850;Thg8-21;615;YES;2;$21131;Thg2-07;2007;;
2745;21;Mastercard;Debit;5977475805952050;Thg6-15;815;YES;2;$13383;Thg4-15;2015;;
4769;21;Mastercard;Debit (Prepaid);5491556655486860;Thg5-23;226;YES;1;$58;Thg9-10;2010;;
5777;273;Discover;Credit;6375330614788150;Thg2-21;523;YES;2;$14600;Thg12-02;2008;;
397;63;Amex;Credit;356226851008135;Thg1-20;792;NO;1;$6600;Thg1-20;2020;;
2805;63;Visa;Debit;4128926575959190;Thg6-20;827;YES;1;$23806;Thg5-99;2008;;
60;63;Visa;Debit;4840372814737200;Thg11-22;357;YES;2;$17082;Thg1-04;2011;;
5489;63;Mastercard;Debit;5573468131965560;Thg9-24;258;YES;1;$16422;Thg11-07;2011;;
4632;63;Mastercard;Debit;5566429737412050;Thg4-24;6;YES;1;$15353;Thg9-07;2011;;
4067;63;Mastercard;Debit (Prepaid);5570187893542290;Thg7-24;610;YES;1;$66;Thg7-18;2018;;
537;786;Mastercard;Debit;5360341319255160;Thg7-24;985;YES;2;$7221;Thg1-20;2020;;
1834;786;Visa;Debit;4892181339731570;Thg7-22;846;YES;2;$21032;Thg2-20;2020;;
538;1886;Mastercard;Credit;5437743244958180;Thg9-22;676;YES;1;$11900;Thg1-20;2020;;
803;1886;Visa;Debit;4064511982908640;Thg2-20;861;YES;2;$15328;Thg1-20;2020;;
270;103;Mastercard;Debit;5593047322938360;Thg2-20;697;YES;1;$15023;Thg1-11;2011;;
5113;103;Mastercard;Credit;5027469645306340;Thg3-23;841;YES;2;$8500;Thg10-08;2008;;
3930;103;Mastercard;Debit;5260164218460490;Thg12-14;234;YES;2;$17667;Thg7-10;2011;;
110;103;Visa;Debit;4891248998438640;Thg4-23;860;YES;2;$20549;Thg1-06;2007;;
967;103;Mastercard;Debit;5998541932516710;Thg11-09;863;YES;1;$1738;Thg2-99;2007;;
5681;1193;Visa;Debit;4933381182408320;Thg11-20;961;YES;1;$34013;Thg11-12;2012;;
4023;1193;Mastercard;Debit;5896188747962560;Thg12-22;194;YES;1;$38290;Thg7-14;2014;;
5962;1193;Mastercard;Debit;5429242008081570;Thg12-18;151;YES;1;$17718;Thg12-09;2010;;
4533;1193;Mastercard;Debit;5485368757971900;Thg1-20;442;NO;1;$25878;Thg9-03;2009;;
2963;1193;Mastercard;Debit;5771106543332280;Thg3-13;600;YES;1;$22858;Thg5-08;2010;;
5881;585;Mastercard;Debit;5035566276017340;Thg9-24;348;NO;1;$19913;Thg12-07;2010;;
1560;1532;Mastercard;Debit;5146721520853890;Thg6-22;597;YES;1;$18648;Thg2-20;2020;;
3215;1958;Mastercard;Debit;5622888585637620;Thg1-23;818;YES;1;$9676;Thg6-00;2009;;
3680;1958;Visa;Credit;4090651468730800;Thg7-24;347;YES;2;$4900;Thg7-02;2004;;
1283;1958;Visa;Debit (Prepaid);4015493899295530;Thg4-23;455;YES;1;$62;Thg2-11;2011;;
3578;1958;Mastercard;Debit;5331374110302610;Thg8-20;392;YES;1;$17957;Thg6-14;2014;;
3843;1958;Mastercard;Credit;5120155075854700;Thg10-23;69;YES;2;$13100;Thg7-08;2008;;
4594;744;Discover;Credit;6907469862919140;Thg1-21;78;YES;1;$10700;Thg9-06;2017;;
5720;744;Amex;Credit;397876125303268;Thg4-22;283;YES;1;$14400;Thg11-16;2016;;
4571;744;Amex;Credit;320874983741928;Thg8-21;637;YES;1;$20400;Thg9-05;2016;;
4158;744;Mastercard;Debit;5216119435076200;Thg12-24;938;YES;2;$1816;Thg8-05;2009;;
2849;744;Amex;Credit;388894604011447;Thg11-09;475;YES;2;$2200;Thg5-04;2008;;
4140;1836;Visa;Credit;4477205451217980;Thg1-20;510;YES;2;$4600;Thg8-04;2011;;
2450;477;Visa;Debit (Prepaid);4832425456568310;Thg12-22;771;YES;2;$91;Thg4-03;2015;;
2692;477;Mastercard;Credit;5573356132288870;Thg2-24;39;NO;2;$14400;Thg4-12;2012;;
1064;477;Visa;Debit;4990883053108040;Thg9-07;717;YES;1;$18647;Thg2-05;2007;;
4168;477;Visa;Credit;4205703038691360;Thg10-20;715;YES;1;$18100;Thg8-05;2008;;
3419;477;Mastercard;Debit (Prepaid);5452849951871910;Thg4-20;510;YES;2;$35;Thg6-09;2009;;
1835;1713;Visa;Debit;4798004786727360;Thg4-23;439;YES;1;$19079;Thg2-20;2020;;
804;1506;Visa;Debit;4146173833591120;Thg2-20;127;YES;1;$10686;Thg1-20;2020;;
1836;1506;Visa;Debit;4170284395296710;Thg2-21;886;YES;2;$30000;Thg2-20;2020;;
3706;357;Visa;Debit;4908013395790270;Thg7-21;30;YES;1;$41221;Thg7-03;2011;;
2085;357;Mastercard;Debit;5565610768898340;Thg7-24;214;YES;1;$29170;Thg3-05;2006;;
5481;357;Discover;Credit;6194011434705930;Thg4-22;513;YES;3;$19800;Thg11-07;2011;;
2832;357;Visa;Credit;4227790214165420;Thg4-22;326;YES;2;$14500;Thg5-02;2007;;
4883;535;Mastercard;Credit;5449971634656590;Thg6-24;172;YES;2;$12200;Thg9-15;2015;;
1085;778;Mastercard;Debit;5726263807352660;Thg3-22;675;YES;2;$1500;Thg2-06;2018;;
3228;778;Visa;Credit;4367416449267710;Thg8-14;163;NO;1;$13700;Thg6-01;2005;;
539;778;Mastercard;Debit;5103357334539480;Thg9-23;3;YES;2;$15895;Thg1-20;2020;;
1837;950;Visa;Credit;4989332552056920;Thg4-20;250;YES;1;$3000;Thg2-20;2020;;
2562;1080;Mastercard;Debit;5657550046539670;Thg6-21;692;YES;1;$1470;Thg4-08;2008;;
5844;1080;Visa;Credit;4590969585932290;Thg12-23;836;YES;2;$5500;Thg12-05;2010;;
1838;1197;Visa;Debit;4320531705592790;Thg12-21;275;YES;2;$4326;Thg2-20;2020;;
1839;1197;Visa;Credit;4713354839986610;Thg5-23;290;YES;2;$13600;Thg2-20;2020;;
540;1197;Mastercard;Debit;5083490519087270;Thg1-22;232;YES;1;$37002;Thg1-20;2020;;
4689;711;Visa;Debit;4460024958657540;Thg1-20;704;YES;2;$9562;Thg9-08;2011;;
3995;1731;Mastercard;Debit;5872752390879510;Thg9-20;772;YES;1;$18244;Thg7-12;2012;;
4888;1731;Visa;Debit (Prepaid);4662000840694240;Thg9-23;924;YES;2;$81;Thg9-15;2015;;
34;1731;Amex;Credit;375953550153829;Thg12-22;888;YES;1;$13700;Thg1-03;2017;;
5930;1731;Mastercard;Credit;5225763870748430;Thg6-20;627;YES;1;$6000;Thg12-08;2010;;
2797;1731;Mastercard;Debit;5543346867967370;Thg11-24;275;YES;1;$16409;Thg5-98;2008;;
4616;1731;Visa;Debit;4601299602284610;Thg3-22;652;YES;2;$15822;Thg9-06;2009;;
5810;451;Mastercard;Debit;5238065973168610;Thg9-23;266;YES;2;$1447;Thg12-04;2010;;
3768;451;Mastercard;Credit;5187091395766790;Thg5-20;843;YES;3;$6600;Thg7-06;2010;;
3786;1290;Visa;Credit;4603076242608160;Thg10-09;377;YES;1;$15700;Thg7-06;2011;;
3629;1290;Mastercard;Debit;5588067020596080;Thg1-21;208;YES;2;$26704;Thg6-18;2018;;
2530;1817;Mastercard;Debit;5686575699244480;Thg12-24;666;YES;2;$43033;Thg4-07;2013;;
1444;56;Discover;Credit;6658549025356900;Thg2-24;578;YES;1;$5800;Thg2-20;2020;;
805;56;Visa;Credit;4609674436334770;Thg7-23;820;YES;1;$6900;Thg1-20;2020;;
4949;1383;Mastercard;Debit;5027291418907390;Thg2-22;118;YES;1;$17432;Thg10-01;2014;;
3146;1915;Mastercard;Debit;5937648730770380;Thg12-24;903;YES;1;$34453;Thg5-14;2014;;
4116;1915;Mastercard;Credit;5892514772578310;Thg4-23;771;YES;1;$14800;Thg8-03;2018;;
5031;1915;Visa;Debit;4750687309919000;Thg2-21;667;YES;1;$2603;Thg10-05;2012;;
2113;1915;Mastercard;Debit;5409845888265720;Thg10-23;832;YES;2;$11568;Thg3-06;2008;;
3229;1882;Visa;Debit;4848394515179450;Thg1-24;918;YES;1;$35943;Thg6-01;2009;;
2672;1882;Discover;Credit;6504367247289960;Thg1-19;580;YES;1;$13600;Thg4-11;2011;;
5882;1882;Mastercard;Debit;5964535277999790;Thg3-22;245;YES;2;$8671;Thg12-07;2009;;
3556;1467;Visa;Debit;4479897458047270;Thg12-24;411;YES;1;$24498;Thg6-12;2012;;
5132;1791;Visa;Debit;4270283600301120;Thg9-20;51;YES;1;$21751;Thg10-08;2008;;
2215;1791;Mastercard;Debit;5324796450432100;Thg11-22;746;YES;3;$18021;Thg3-09;2009;;
4587;1791;Visa;Debit;4510686870861750;Thg1-23;713;YES;2;$7830;Thg9-05;2010;;
2142;447;Mastercard;Debit;5345290500556930;Thg12-21;888;YES;2;$17980;Thg3-07;2007;;
4617;447;Visa;Credit;4659755318123490;Thg1-24;764;YES;2;$9000;Thg9-06;2008;;
5405;447;Mastercard;Debit;5357793088955280;Thg7-12;544;YES;1;$16034;Thg11-04;2013;;
3692;447;Mastercard;Debit;5625327420318300;Thg12-22;428;YES;2;$323;Thg7-03;2009;;
3865;447;Visa;Debit;4607469261117910;Thg6-21;388;YES;1;$6611;Thg7-08;2008;;
4967;1640;Mastercard;Debit;5592976284572730;Thg6-23;696;YES;1;$14231;Thg10-02;2010;;
5171;1640;Visa;Credit;4897415542074810;Thg1-19;363;YES;1;$11400;Thg10-09;2009;;
1065;1640;Visa;Credit;4533131033936540;Thg10-21;612;YES;2;$5900;Thg2-05;2009;;
4795;636;Visa;Debit;4711994375142420;Thg4-22;577;YES;1;$3915;Thg9-10;2010;;
3420;636;Mastercard;Debit;5898219587988120;Thg8-22;295;YES;2;$8882;Thg6-09;2015;;
4361;636;Mastercard;Debit;5673609398481610;Thg2-20;990;YES;1;$1218;Thg8-11;2012;;
284;636;Visa;Debit;4071490746118660;Thg7-20;498;YES;1;$12057;Thg1-11;2018;;
4169;782;Visa;Debit;4310420575646290;Thg1-23;18;YES;2;$13435;Thg8-05;2008;;
3051;782;Mastercard;Debit;5863102770923370;Thg3-24;62;NO;2;$13055;Thg5-10;2010;;
2216;782;Mastercard;Debit (Prepaid);5659519661095760;Thg10-20;634;YES;2;$85;Thg3-09;2011;;
29;316;Visa;Credit;4934996934968530;Thg4-21;547;YES;3;$1200;Thg1-02;2011;;
2038;316;Visa;Credit;4331814593567420;Thg1-23;448;YES;2;$10500;Thg3-02;2010;;
4125;316;Amex;Credit;383176667828985;Thg10-21;459;YES;2;$9300;Thg8-04;2008;;
5857;316;Mastercard;Debit;5603296596869730;Thg6-21;386;YES;1;$14056;Thg12-06;2008;;
1211;1192;Mastercard;Debit;5303411542373680;Thg10-23;305;YES;1;$2001;Thg2-10;2018;;
541;787;Mastercard;Debit (Prepaid);5536825392398620;Thg11-24;829;YES;1;$80;Thg1-20;2020;;
1561;787;Mastercard;Credit;5736136415216030;Thg2-20;332;YES;1;$19500;Thg2-20;2020;;
1562;251;Mastercard;Debit;5179703588055800;Thg1-22;41;YES;1;$14797;Thg2-20;2020;;
806;251;Visa;Debit;4263037313230470;Thg4-21;719;YES;1;$14420;Thg1-20;2020;;
1563;1351;Mastercard;Credit;5250335239588570;Thg2-20;728;YES;2;$13600;Thg2-20;2020;;
3769;490;Mastercard;Debit;5302369835874370;Thg9-24;368;YES;2;$3013;Thg7-06;2006;;
5963;490;Mastercard;Debit;5277210517488880;Thg5-24;589;YES;1;$22304;Thg12-09;2010;;
176;490;Visa;Debit;4654267845248710;Thg10-21;929;YES;3;$30242;Thg1-08;2013;;
5133;490;Visa;Debit;4048588745318460;Thg7-19;741;YES;1;$12948;Thg10-08;2008;;
1564;1935;Mastercard;Debit;5677329350701310;Thg10-20;768;YES;1;$20695;Thg2-20;2020;;
542;1935;Mastercard;Debit;5708163356892630;Thg1-20;148;YES;2;$23716;Thg1-20;2020;;
1840;1935;Visa;Debit;4172298033102500;Thg5-20;477;YES;1;$17223;Thg2-20;2020;;
